time,entry_time,r,conf,entry_atr,risk_pct,risk_amt,pnl,equity
2025-01-04 17:10:00,2025-01-04 16:45:00,1.6227294197031101,0.9740046549857186,0.0,0.2,0.5,0.8113647098515551,10.811364709851555
2025-01-10 12:15:00,2025-01-10 12:05:00,-1.5004973425621755,0.9746823946520535,0.0,0.2,0.5,-0.7502486712810877,10.061116038570466
2025-01-25 07:40:00,2025-01-25 07:35:00,-1.1066204433794227,0.9828004702385027,0.0,0.2,0.5,-0.5533102216897113,9.507805816880754
2025-01-27 21:30:00,2025-01-27 21:05:00,-1.300086467405382,0.9827744910807215,0.0,0.2,0.5,-0.650043233702691,8.857762583178063
2025-01-28 23:20:00,2025-01-28 23:15:00,0.9348781014772235,0.9789549887485302,0.0,0.2,0.5,0.46743905073861175,9.325201633916675
2025-01-30 23:10:00,2025-01-30 22:35:00,-0.7217393642692511,0.9767051358504273,0.0,0.2,0.5,-0.36086968213462556,8.96433195178205
2025-02-01 16:25:00,2025-02-01 15:40:00,2.226189551180575,0.9818383786622095,0.0,0.2,0.5,1.1130947755902876,10.077426727372337
2025-02-02 18:15:00,2025-02-02 18:05:00,-0.9171196355542014,0.9779506587650804,0.0,0.2,0.5,-0.4585598177771007,9.618866909595237
2025-02-04 17:00:00,2025-02-04 16:25:00,-0.28314848057985875,0.9787051543869063,0.0,0.2,0.5,-0.14157424028992938,9.477292669305308
2025-02-05 09:20:00,2025-02-05 08:20:00,-0.10667721002064891,0.9751128495210275,0.0,0.2,0.5,-0.053338605010324454,9.423954064294984
2025-02-09 00:10:00,2025-02-08 23:55:00,-0.20069461821170606,0.9831481848162075,0.0,0.2,0.5,-0.10034730910585303,9.32360675518913
2025-02-12 11:00:00,2025-02-12 10:30:00,0.8551125258278847,0.9732905738761605,0.0,0.2,0.5,0.42755626291394233,9.751163018103073
2025-02-14 15:10:00,2025-02-14 14:05:00,0.9897944969802177,0.9768813488978874,0.0,0.2,0.5,0.49489724849010885,10.246060266593181
2025-02-20 21:15:00,2025-02-20 21:00:00,-1.4867166403352123,0.9764269726670126,0.0,0.2,0.5,-0.7433583201676062,9.502701946425574
2025-02-24 06:50:00,2025-02-24 06:15:00,0.7418258291560301,0.9702332863984751,0.0,0.2,0.5,0.37091291457801506,9.87361486100359
2025-02-26 17:20:00,2025-02-26 16:45:00,-0.00411648978742231,0.9804059076898948,0.0,0.2,0.5,-0.002058244893711155,9.87155661610988
2025-03-02 08:00:00,2025-03-02 07:40:00,-0.9133718663606009,0.973740324458073,0.0,0.2,0.5,-0.45668593318030043,9.414870682929578
2025-03-05 14:15:00,2025-03-05 14:05:00,-0.5821090796572115,0.9824662241805548,0.0,0.2,0.5,-0.29105453982860574,9.123816143100973
2025-03-07 15:00:00,2025-03-07 14:20:00,-1.2752145159571995,0.9790281416508442,0.0,0.2,0.5,-0.6376072579785997,8.486208885122373
2025-03-09 16:20:00,2025-03-09 16:05:00,-1.1399493082926375,0.9766854776577287,0.0,0.2,0.5,-0.5699746541463188,7.9162342309760545
2025-03-10 23:10:00,2025-03-10 23:05:00,-1.0589392502781154,0.9840573047290049,0.0,0.2,0.5,-0.5294696251390577,7.386764605836997
2025-03-14 22:50:00,2025-03-14 22:45:00,1.1184697752305532,0.9802261149749704,0.0,0.2,0.5,0.5592348876152766,7.945999493452273
2025-03-16 22:20:00,2025-03-16 21:30:00,0.24269548827733856,0.9781200343393701,0.0,0.2,0.5,0.12134774413866928,8.067347237590942
2025-03-17 11:35:00,2025-03-17 11:10:00,2.0035830914368686,0.9838229993217452,0.0,0.2,0.5,1.0017915457184343,9.069138783309377
2025-03-22 15:35:00,2025-03-22 15:25:00,0.8999583445273799,0.9747105076615492,0.0,0.2,0.5,0.44997917226368994,9.519117955573067
2025-03-25 15:25:00,2025-03-25 14:40:00,1.7540740716916456,0.9780385284110662,0.0,0.2,0.5,0.8770370358458228,10.39615499141889
2025-03-29 07:40:00,2025-03-29 07:20:00,0.8644702750054949,0.9808781338119391,0.0,0.2,0.5,0.43223513750274745,10.828390128921637
2025-03-30 07:55:00,2025-03-30 07:40:00,-1.2737263404665058,0.9761676584329776,0.0,0.2,0.5,-0.6368631702332529,10.191526958688383
2025-04-02 07:30:00,2025-04-02 06:40:00,-0.8120095347092727,0.9733170317264963,0.0,0.2,0.5,-0.40600476735463636,9.785522191333747
2025-04-04 09:55:00,2025-04-04 09:40:00,-0.014138300359384372,0.9766549642662029,0.0,0.2,0.5,-0.007069150179692186,9.778453041154055
2025-04-09 16:25:00,2025-04-09 16:15:00,1.7139650851305672,0.981034579586709,0.0,0.2,0.5,0.8569825425652836,10.635435583719339
2025-04-19 06:25:00,2025-04-19 06:20:00,1.164310102002724,0.9741433702124904,0.0,0.2,0.5,0.582155051001362,11.2175906347207
2025-04-23 11:25:00,2025-04-23 11:20:00,-1.4805809061106352,0.9728683554437808,0.0,0.2,0.5,-0.7402904530553176,10.477300181665383
2025-04-24 09:35:00,2025-04-24 09:20:00,1.7101845809115586,0.9749735584543939,0.0,0.2,0.5,0.8550922904557793,11.332392472121162
2025-04-30 06:25:00,2025-04-30 06:10:00,1.6811197088182115,0.9798741317241915,0.0,0.2,0.5,0.8405598544091057,12.172952326530268
2025-05-02 00:25:00,2025-05-01 23:55:00,1.7331391397222955,0.9798253034565858,0.0,0.2,0.5,0.8665695698611477,13.039521896391417
2025-05-04 12:05:00,2025-05-04 10:50:00,0.7895593041854327,0.9819475206132704,0.0,0.2,0.5,0.39477965209271637,13.434301548484132
2025-05-18 18:05:00,2025-05-18 18:00:00,1.1849440296835099,0.974374277262909,0.0,0.2,0.5,0.5924720148417549,14.026773563325888
2025-05-20 20:20:00,2025-05-20 20:05:00,2.0723466124237864,0.9754241984484939,0.0,0.2,0.5,1.0361733062118932,15.06294686953778
2025-05-22 21:25:00,2025-05-22 21:15:00,-0.5343248775911769,0.9702871085379483,0.0,0.2,0.5,-0.26716243879558843,14.795784430742192
2025-05-24 10:00:00,2025-05-24 09:30:00,1.4568470538414169,0.9776596126763214,0.0,0.2,0.5,0.7284235269207084,15.5242079576629
2025-05-26 21:10:00,2025-05-26 20:55:00,-1.5138978198580242,0.9808267842175177,0.0,0.2,0.5,-0.7569489099290121,14.767259047733889
2025-05-27 12:10:00,2025-05-27 12:00:00,-1.0886304830070874,0.973822378815173,0.0,0.2,0.5,-0.5443152415035437,14.222943806230345
2025-05-30 11:40:00,2025-05-30 11:30:00,1.225271294462156,0.9820280688724705,0.0,0.2,0.5,0.612635647231078,14.835579453461424
2025-06-03 18:45:00,2025-06-03 18:35:00,0.8683086934642941,0.9810081272991705,0.0,0.2,0.5,0.43415434673214703,15.26973380019357
2025-06-04 09:15:00,2025-06-04 08:40:00,-1.1034868321531082,0.9706424102754776,0.0,0.2,0.5,-0.5517434160765541,14.717990384117016
2025-06-05 06:20:00,2025-06-05 06:15:00,1.0519447759311384,0.9820809025081084,0.0,0.2,0.5,0.5259723879655692,15.243962772082584
2025-06-13 12:55:00,2025-06-13 12:35:00,2.1435326099443595,0.9834874508977293,0.0,0.2,0.5,1.0717663049721797,16.315729077054765
2025-06-14 11:40:00,2025-06-14 11:30:00,0.8335999324376993,0.9703658570561436,0.0,0.2,0.5,0.4167999662188496,16.732529043273615
2025-06-15 12:15:00,2025-06-15 11:45:00,2.4036506229543613,0.9762838747979704,0.0,0.2,0.5,1.2018253114771806,17.934354354750795
2025-06-16 08:55:00,2025-06-16 08:20:00,1.3076147498658353,0.9801540507178529,0.0,0.2,0.5,0.6538073749329176,18.588161729683712
2025-06-22 07:45:00,2025-06-22 07:30:00,0.9430877859994529,0.9757296732001217,0.0,0.2,0.5,0.47154389299972643,19.05970562268344
2025-06-26 10:00:00,2025-06-26 09:50:00,-1.067292635478896,0.9770981930321276,0.0,0.2,0.5,-0.533646317739448,18.526059304943992
2025-06-28 11:30:00,2025-06-28 10:35:00,-1.2209706089041616,0.9819863846260036,0.0,0.2,0.5,-0.6104853044520808,17.91557400049191
2025-06-30 23:50:00,2025-06-30 23:25:00,-1.6928582849186682,0.9793972474359347,0.0,0.2,0.5,-0.8464291424593341,17.069144858032576
2025-07-01 11:55:00,2025-07-01 11:50:00,1.0788659195737575,0.9823248325411119,0.0,0.2,0.5,0.5394329597868788,17.608577817819455
2025-07-03 17:15:00,2025-07-03 17:05:00,-0.21005590301535804,0.9793657557684187,0.0,0.2,0.5,-0.10502795150767902,17.503549866311776
2025-07-11 19:15:00,2025-07-11 18:30:00,-0.42483782762821953,0.9791809453369155,0.0,0.2,0.5,-0.21241891381410977,17.291130952497667
2025-07-12 13:10:00,2025-07-12 12:50:00,0.2308425371232472,0.97080585029426,0.0,0.2,0.5,0.1154212685616236,17.40655222105929
2025-07-19 06:45:00,2025-07-19 06:00:00,1.6445402637051052,0.9837567459336767,0.0,0.2,0.5,0.8222701318525526,18.22882235291184
2025-07-21 08:15:00,2025-07-21 07:55:00,-0.7871772737973957,0.9816138310169753,0.0,0.2,0.5,-0.39358863689869783,17.835233716013143
2025-07-22 15:20:00,2025-07-22 15:05:00,2.560581983362109,0.9739041469484364,0.0,0.2,0.5,1.2802909916810545,19.1155247076942
2025-07-26 11:25:00,2025-07-26 10:40:00,-1.1159139523755301,0.9757909951226607,0.0,0.2,0.5,-0.5579569761877651,18.557567731506435
2025-07-30 22:25:00,2025-07-30 21:40:00,-1.8295829065358278,0.9796474787057622,0.0,0.2,0.5,-0.9147914532679139,17.64277627823852
2025-07-31 07:40:00,2025-07-31 07:35:00,-1.0598972693771327,0.9830134532574216,0.0,0.2,0.5,-0.5299486346885663,17.112827643549956
2025-08-02 08:15:00,2025-08-02 08:05:00,-0.9000035639189057,0.9794939249391714,0.0,0.2,0.5,-0.45000178195945284,16.662825861590502
2025-08-04 11:20:00,2025-08-04 10:40:00,1.8353222466679942,0.9771574233656419,0.0,0.2,0.5,0.9176611233339971,17.580486984924498
2025-08-06 11:10:00,2025-08-06 10:55:00,-0.9059756174594291,0.9814639396519945,0.0,0.2,0.5,-0.45298780872971456,17.12749917619478
2025-08-07 12:30:00,2025-08-07 11:05:00,1.3217241985929413,0.9706342715501938,0.0,0.2,0.5,0.6608620992964707,17.78836127549125
2025-08-10 18:45:00,2025-08-10 18:35:00,0.9549219928995516,0.9786915706704934,0.0,0.2,0.5,0.4774609964497758,18.265822271941026
2025-08-11 09:25:00,2025-08-11 08:55:00,1.7213679015483605,0.970317995814357,0.0,0.2,0.5,0.8606839507741803,19.126506222715207
2025-08-19 00:25:00,2025-08-18 22:50:00,0.6024929604593128,0.9724951823717898,0.0,0.2,0.5,0.3012464802296564,19.427752702944865
2025-08-21 09:10:00,2025-08-21 08:20:00,1.8470963961701579,0.9811641887881963,0.0,0.2,0.5,0.9235481980850789,20.351300901029944
2025-08-25 23:40:00,2025-08-25 23:30:00,-1.6556171017916788,0.974877858480494,0.0,0.2,1.0,-1.6556171017916788,18.695683799238264
2025-08-26 15:55:00,2025-08-26 15:30:00,-0.7993346352361408,0.9811374767785548,0.0,0.2,0.5,-0.3996673176180704,18.296016481620192
2025-09-01 09:40:00,2025-09-01 09:25:00,-1.1854615361823453,0.9842292658939314,0.0,0.2,0.5,-0.5927307680911726,17.70328571352902
2025-09-05 09:00:00,2025-09-05 07:45:00,1.4482147851216152,0.9812799214797915,0.0,0.2,0.5,0.7241073925608076,18.427393106089827
2025-09-06 06:10:00,2025-09-06 06:05:00,-1.1497769799825959,0.9761742627826351,0.0,0.2,0.5,-0.5748884899912979,17.85250461609853
2025-09-07 22:00:00,2025-09-07 21:25:00,0.03346786000215792,0.9752605276617934,0.0,0.2,0.5,0.01673393000107896,17.869238546099606
2025-09-08 06:25:00,2025-09-08 06:00:00,0.3069213814590251,0.9835524583850921,0.0,0.2,0.5,0.15346069072951254,18.02269923682912
2025-09-11 08:20:00,2025-09-11 08:00:00,2.2765862093212497,0.9781643143896868,0.0,0.2,0.5,1.1382931046606248,19.160992341489745
2025-09-12 06:30:00,2025-09-12 06:10:00,-0.5260403428506999,0.9755927762055683,0.0,0.2,0.5,-0.26302017142534995,18.897972170064396
2025-09-17 07:30:00,2025-09-17 07:20:00,-1.969848813688549,0.9764780874196818,0.0,0.2,0.5,-0.9849244068442745,17.91304776322012
2025-09-20 06:20:00,2025-09-20 06:10:00,-0.7533245299494018,0.9747762921690609,0.0,0.2,0.5,-0.3766622649747009,17.53638549824542
2025-09-22 07:40:00,2025-09-22 07:20:00,1.9101881679437673,0.9818039474927029,0.0,0.2,0.5,0.9550940839718837,18.491479582217302
2025-09-24 07:05:00,2025-09-24 07:00:00,-1.0050214982895418,0.9825610315836875,0.0,0.2,0.5,-0.5025107491447709,17.98896883307253
2025-09-29 07:20:00,2025-09-29 06:30:00,0.8827155752250686,0.9803710465561735,0.0,0.2,0.5,0.4413577876125343,18.430326620685065
2025-10-02 12:10:00,2025-10-02 11:45:00,-0.8175989052611163,0.9773475986611425,0.0,0.2,0.5,-0.40879945263055817,18.021527168054508
2025-10-06 11:10:00,2025-10-06 10:50:00,-1.019598403305625,0.9739820056340223,0.0,0.2,0.5,-0.5097992016528125,17.511727966401697
2025-10-10 06:15:00,2025-10-10 06:10:00,0.9416571004119489,0.9834002663427622,0.0,0.2,0.5,0.47082855020597447,17.982556516607673
2025-10-15 15:55:00,2025-10-15 15:45:00,1.7536869357320481,0.979530961551736,0.0,0.2,0.5,0.8768434678660241,18.859399984473697
2025-10-16 10:00:00,2025-10-16 09:55:00,1.1042970016305635,0.9715635147963566,0.0,0.2,0.5,0.5521485008152818,19.41154848528898
2025-10-26 09:00:00,2025-10-26 07:45:00,-0.5732007594817928,0.9829407187515208,0.0,0.2,0.5,-0.2866003797408964,19.124948105548082
2025-10-28 23:35:00,2025-10-28 23:30:00,-0.9001465260735776,0.9810864641007975,0.0,0.2,0.5,-0.4500732630367888,18.674874842511294
